Anaheim Ducks,Arizona Coyotes,Boston Bruins,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Chicago Blackhawks,Colorado Avalanche,Columbus Blue Jackets,Dallas Stars,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Los Angeles Kings,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New York Islanders,New York Rangers,Ottawa Senators,Philadelphia Flyers,Pittsburgh Penguins,San Jose Sharks,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Winnipeg Jets,date
3,7,7,4,4,4,8,5,0,12,7,6,7,8,9,16,12,7,9,11,8,7,6,8,10,11,4,8,NA,12,9,24/10/2015
3,9,7,4,4,4,10,5,2,12,9,6,9,8,11,18,13,9,11,12,8,9,8,10,11,12,4,9,NA,12,9,25/10/2015
3,9,7,4,4,4,10,5,2,12,9,6,9,10,11,18,13,9,11,14,8,9,8,10,11,12,4,9,NA,12,11,26/10/2015
4,11,7,4,4,4,12,5,2,12,9,6,9,10,11,18,13,9,13,14,8,9,8,10,11,12,4,9,NA,12,11,27/10/2015
4,11,9,6,4,6,12,5,4,14,9,6,11,12,13,18,13,9,13,14,8,10,8,10,13,12,4,11,NA,12,11,28/10/2015
4,11,9,6,5,6,12,5,4,14,9,6,11,12,13,18,15,9,13,14,10,10,10,10,13,12,4,11,NA,12,11,29/10/2015
4,11,9,6,5,8,12,7,4,16,9,8,11,12,13,18,15,11,14,14,10,10,12,10,15,12,4,12,NA,12,13,30/10/2015
4,11,11,8,5,10,12,7,4,16,9,8,11,12,15,20,15,11,14,16,12,10,12,10,15,12,4,14,NA,14,13,31/10/2015
4,11,13,8,7,10,12,7,4,18,11,8,12,14,16,20,16,13,15,16,12,10,14,10,17,12,4,14,NA,16,15,1/11/2015
6,11,13,10,7,10,12,7,4,18,11,8,12,14,16,22,16,13,15,16,12,10,14,12,17,14,4,14,NA,16,15,2/11/2015
6,11,13,10,7,10,14,7,4,18,11,8,12,14,16,22,16,13,15,16,12,10,14,12,17,14,6,16,NA,16,15,3/11/2015
6,11,13,10,7,10,14,9,6,20,13,10,12,16,16,23,16,13,17,18,14,10,14,12,17,14,6,16,NA,16,15,4/11/2015
8,11,13,10,7,10,15,9,6,20,13,10,13,16,16,23,16,13,17,18,14,10,16,12,19,14,6,16,NA,16,17,5/11/2015
8,13,13,10,9,10,15,9,8,20,13,10,13,16,16,25,18,13,17,18,16,11,16,14,19,16,6,16,NA,18,18,6/11/2015
10,13,13,10,9,10,15,9,8,22,15,10,13,16,16,25,18,15,17,20,16,11,18,14,19,16,7,16,NA,18,18,7/11/2015
12,13,13,12,11,12,15,9,8,22,15,10,13,18,18,27,18,15,17,22,17,13,18,14,21,16,8,16,NA,20,18,8/11/2015
12,13,15,12,11,12,17,9,8,24,15,10,13,18,18,27,18,17,17,22,17,13,18,14,21,16,8,17,NA,20,18,9/11/2015
13,15,15,12,11,12,17,9,8,24,15,10,13,18,18,27,18,17,17,22,17,13,18,14,21,16,8,17,NA,20,18,10/11/2015
13,17,15,14,11,12,17,11,8,24,17,10,15,18,20,27,20,17,19,24,17,13,18,14,23,16,10,19,NA,20,18,11/11/2015
14,17,15,14,11,12,17,11,8,24,17,12,15,18,20,28,20,17,19,24,17,13,20,14,23,16,10,19,NA,20,18,12/11/2015
14,19,15,16,11,13,17,13,8,26,17,12,15,20,22,28,21,19,19,26,19,13,20,14,23,18,12,19,NA,22,18,13/11/2015
14,19,15,16,13,13,17,13,10,26,17,12,15,20,22,28,21,19,21,26,19,13,20,16,23,18,12,19,NA,23,18,14/11/2015
14,19,17,17,13,14,19,15,12,28,17,12,17,22,23,28,23,21,21,28,20,15,20,18,23,19,14,19,NA,23,18,15/11/2015
14,19,17,17,13,14,21,15,12,28,17,12,17,22,23,28,23,21,21,30,20,15,20,18,23,19,14,19,NA,23,18,16/11/2015
16,19,17,17,13,14,21,15,12,28,19,12,19,22,23,30,23,21,23,30,21,15,20,18,25,19,14,20,NA,23,18,17/11/2015
16,19,17,17,15,14,21,15,14,30,19,12,19,24,23,30,25,21,23,30,21,16,22,20,25,19,16,20,NA,23,18,18/11/2015
16,19,17,17,15,14,23,15,14,30,20,13,19,24,23,30,25,21,23,30,21,16,22,20,25,19,16,20,NA,25,20,19/11/2015
18,21,19,18,15,14,23,15,14,32,20,13,19,24,23,30,25,21,23,30,23,17,24,22,27,21,16,20,NA,25,20,20/11/2015
18,21,19,18,17,15,24,15,16,32,22,15,19,24,23,32,25,21,23,30,23,17,24,22,27,21,18,20,NA,25,20,21/11/2015
18,21,21,18,17,15,24,15,16,34,24,15,20,24,25,32,25,21,23,32,25,17,24,24,28,23,18,22,NA,27,22,22/11/2015
18,21,21,18,17,17,24,15,16,34,24,15,20,24,25,34,25,23,23,32,25,17,24,26,28,23,18,22,NA,27,22,23/11/2015
18,21,23,18,17,18,24,17,16,34,24,15,20,26,25,34,25,23,23,34,25,19,24,26,30,23,19,22,NA,29,22,24/11/2015
20,21,23,18,17,18,24,17,16,34,24,15,20,26,25,34,25,23,23,34,27,19,24,26,30,23,19,22,NA,29,22,25/11/2015
20,23,25,18,17,20,26,17,18,34,25,15,20,27,25,36,27,23,25,34,29,19,26,26,31,25,19,24,NA,31,22,27/11/2015
21,25,27,20,18,20,28,17,20,36,27,16,22,27,25,38,28,24,26,34,29,21,27,26,31,25,19,25,NA,33,24,28/11/2015
21,27,27,22,18,20,29,19,20,38,27,18,22,29,26,39,28,26,28,34,29,23,28,28,33,25,19,25,NA,35,24,29/11/2015
21,27,27,22,18,20,29,19,20,38,28,18,24,29,26,39,28,26,28,34,29,23,28,28,33,25,19,25,NA,35,24,30/11/2015
23,27,27,22,18,20,29,19,20,38,28,18,24,29,26,39,28,26,30,36,29,23,28,28,33,25,21,25,NA,35,24,1/12/2015
23,27,27,23,20,20,29,21,20,39,30,18,26,31,28,41,30,26,30,36,29,25,30,28,33,25,21,26,NA,35,24,2/12/2015
23,27,28,23,20,20,29,21,20,39,30,20,26,31,28,41,30,26,32,37,29,25,30,28,33,27,21,26,NA,35,26,3/12/2015
23,27,28,23,20,20,30,23,20,41,32,20,28,31,30,41,30,28,32,37,31,25,30,28,33,27,21,26,NA,37,26,4/12/2015
25,27,29,25,22,20,30,23,21,42,32,22,30,31,30,41,30,29,34,37,31,27,30,28,34,27,21,26,NA,37,26,5/12/2015
25,27,31,25,22,22,30,23,23,42,34,22,30,33,32,41,31,29,35,37,33,27,30,28,34,29,23,26,NA,38,28,6/12/2015
27,27,31,25,22,24,32,23,23,42,34,24,30,35,32,41,31,31,35,39,33,27,30,28,34,29,23,26,NA,38,28,7/12/2015
27,27,31,25,22,24,32,25,23,42,34,24,30,35,33,41,33,31,35,39,33,27,30,28,34,29,23,28,NA,38,28,8/12/2015
27,27,31,25,24,24,34,25,24,44,35,24,30,37,33,41,33,32,37,39,35,28,30,28,36,29,25,28,NA,40,28,9/12/2015
27,27,33,25,24,24,34,25,24,44,35,26,30,37,33,41,33,32,37,39,35,28,32,29,36,29,25,30,NA,40,28,10/12/2015
27,27,33,25,26,24,34,25,24,44,37,26,32,37,33,41,35,32,37,39,35,30,32,29,36,31,25,30,NA,40,30,11/12/2015
27,29,33,25,26,26,36,25,24,46,38,28,32,39,34,41,35,34,37,39,35,30,33,29,36,31,25,30,NA,40,30,12/12/2015
27,30,35,27,28,28,36,27,25,46,38,28,32,40,36,43,35,34,39,40,35,30,33,29,38,31,25,30,NA,42,30,13/12/2015
27,30,35,27,28,28,38,29,25,46,38,28,32,40,36,43,35,34,41,40,35,30,33,29,38,31,25,30,NA,42,30,14/12/2015
27,30,36,29,28,28,38,29,25,46,38,30,32,40,36,43,35,34,41,40,37,30,33,29,38,33,25,30,NA,44,30,15/12/2015
27,30,36,29,30,29,38,31,25,48,38,30,34,40,38,43,36,36,41,42,37,32,33,31,40,35,26,30,NA,44,30,16/12/2015
27,30,38,29,30,29,38,31,25,48,38,30,34,40,38,43,36,36,41,42,37,32,33,31,40,35,26,30,NA,46,30,17/12/2015
27,30,38,31,32,29,40,33,27,48,38,30,36,42,40,43,36,36,41,42,37,34,33,33,42,35,27,30,NA,46,30,18/12/2015
27,30,40,31,32,29,40,33,27,48,39,30,38,42,40,43,36,36,41,42,39,34,33,33,42,35,27,32,NA,48,32,19/12/2015
29,32,40,32,32,31,42,35,29,50,39,30,38,42,40,43,38,36,41,42,39,35,33,33,44,35,29,32,NA,48,32,20/12/2015
29,32,42,32,32,31,44,35,29,50,41,30,40,42,40,43,38,37,41,42,39,35,33,34,44,37,29,33,NA,50,32,21/12/2015
29,32,42,32,32,31,44,35,29,52,41,32,40,42,40,43,40,37,43,42,39,37,35,34,44,37,31,33,NA,52,32,22/12/2015
30,34,42,32,34,31,44,35,29,54,41,32,42,42,42,43,40,39,43,44,40,37,35,36,46,37,31,35,NA,52,32,26/12/2015
30,35,42,34,34,33,44,35,29,55,43,33,42,44,42,43,40,39,43,44,40,37,37,36,48,39,31,37,NA,54,32,27/12/2015
32,37,42,34,36,35,44,36,29,57,43,33,44,44,42,43,40,39,43,44,42,37,37,36,48,39,33,37,NA,54,34,28/12/2015
32,37,42,34,36,35,44,38,29,57,43,33,44,46,44,45,42,39,43,44,42,37,37,36,48,40,33,37,NA,56,34,29/12/2015
34,37,44,34,36,35,46,38,31,57,43,33,46,48,44,45,43,41,45,44,42,37,37,36,50,40,33,37,NA,56,36,30/12/2015
34,37,44,34,36,35,46,38,31,57,43,33,46,48,44,45,43,43,45,46,42,37,38,38,50,40,35,37,NA,58,36,31/12/2015
36,39,44,34,36,37,48,39,31,59,43,33,46,50,46,45,43,43,47,46,42,37,40,38,50,40,35,37,NA,58,36,1/01/2016
37,39,44,34,36,37,48,39,31,59,43,33,46,50,46,47,43,43,47,46,42,37,40,38,50,40,35,39,NA,58,36,2/01/2016
37,40,44,34,38,38,48,39,33,60,45,35,48,52,47,47,45,45,47,46,42,37,42,38,50,42,37,39,NA,59,38,3/01/2016
39,40,44,34,38,38,50,39,33,60,45,35,50,52,47,47,45,45,49,46,42,37,42,38,50,42,37,39,NA,59,38,4/01/2016
39,42,44,34,38,39,50,41,33,60,47,37,50,52,47,47,45,45,49,46,44,37,42,38,51,42,37,39,NA,59,38,5/01/2016
39,42,44,34,40,39,52,41,33,60,47,37,52,52,49,47,45,45,49,48,44,39,43,38,51,42,37,39,NA,61,40,6/01/2016
39,42,44,34,40,39,54,43,33,60,47,37,52,52,49,49,45,45,49,48,44,39,43,38,52,42,39,41,NA,61,40,7/01/2016
39,44,44,34,40,39,54,43,33,62,49,37,54,54,50,49,45,45,49,48,44,41,43,38,52,42,39,41,NA,63,41,8/01/2016
41,44,46,34,40,41,56,45,33,62,49,37,54,54,50,49,45,45,49,48,44,41,43,38,53,44,39,41,NA,63,41,9/01/2016
41,46,47,34,40,43,56,45,34,62,49,37,54,55,52,49,45,45,49,49,46,43,45,40,55,46,39,42,NA,65,41,10/01/2016
41,46,47,36,40,43,58,45,34,62,51,37,56,55,52,49,45,47,49,49,46,43,45,40,55,46,39,42,NA,67,41,11/01/2016
41,46,47,36,40,43,58,45,34,62,51,37,57,57,52,49,45,47,49,51,46,43,45,42,55,46,39,44,NA,67,41,12/01/2016
41,48,47,38,40,45,60,45,34,62,51,38,57,57,52,49,45,47,51,51,46,43,46,44,57,48,39,44,NA,67,41,13/01/2016
43,48,47,38,42,45,60,45,36,62,51,38,57,57,52,49,45,47,51,51,46,45,46,44,57,48,39,44,NA,67,41,14/01/2016
43,49,47,38,42,47,62,47,36,62,53,39,57,57,52,49,46,47,53,51,46,45,46,46,57,48,39,44,NA,69,43,15/01/2016
45,49,49,38,42,48,64,47,36,62,53,39,57,57,52,49,46,47,53,51,46,45,47,46,57,50,39,46,NA,69,45,16/01/2016
45,49,51,40,43,48,64,47,38,63,53,41,57,57,52,50,48,49,53,53,48,46,47,48,59,50,39,46,NA,69,45,17/01/2016
45,49,51,40,43,48,66,47,38,63,54,41,57,59,52,50,48,49,54,53,48,48,49,48,59,52,39,48,NA,71,45,18/01/2016
45,49,51,42,43,48,66,49,38,63,54,43,57,59,52,50,48,49,54,53,50,48,49,49,61,52,39,48,NA,71,45,19/01/2016
45,49,53,42,43,48,68,49,38,63,54,43,57,61,52,50,48,51,54,55,50,48,49,49,61,54,41,49,NA,73,45,20/01/2016
47,49,53,42,43,48,68,51,38,63,54,43,57,61,52,50,48,51,54,55,50,48,49,49,63,54,41,49,NA,73,45,21/01/2016
47,49,53,42,45,50,68,51,38,65,54,43,57,61,54,50,50,53,54,55,50,48,51,51,63,56,42,51,NA,73,45,22/01/2016
47,49,53,42,45,50,68,53,38,65,56,43,59,61,54,50,50,53,56,57,50,48,51,51,64,56,42,51,NA,73,45,23/01/2016
49,51,55,42,45,50,68,55,39,65,56,43,61,61,54,52,52,55,56,57,50,48,53,53,64,56,43,51,NA,73,45,24/01/2016
49,51,55,42,45,52,70,55,39,65,56,43,61,63,54,52,52,55,56,57,52,48,53,54,64,56,43,51,NA,73,45,25/01/2016
49,53,57,42,45,52,70,55,41,67,58,43,61,63,55,52,52,55,56,59,52,48,53,54,64,56,43,51,NA,73,45,26/01/2016
51,53,57,44,45,54,70,55,43,67,58,43,63,63,55,52,54,55,56,59,52,48,55,56,64,56,43,51,NA,73,47,27/01/2016
51,53,57,44,45,54,70,57,43,67,58,43,63,63,55,52,56,55,56,59,52,50,55,56,64,58,43,51,NA,74,47,2/02/2016
53,53,58,44,45,54,72,57,43,69,58,45,65,65,55,52,56,57,58,59,52,52,57,56,66,58,45,51,NA,74,47,3/02/2016
53,53,58,46,47,54,72,57,43,69,58,45,65,65,55,52,56,57,58,59,52,52,57,56,66,60,45,51,NA,74,47,4/02/2016
55,54,60,47,47,54,74,58,45,71,58,47,67,65,55,52,56,58,58,61,52,54,57,58,66,60,47,52,NA,76,47,5/02/2016
57,54,60,47,47,56,74,58,47,71,58,47,67,65,55,52,56,58,58,61,52,54,57,58,66,62,47,52,NA,76,47,6/02/2016
57,54,62,48,49,56,76,58,47,71,60,47,68,65,55,54,58,59,58,63,54,55,59,58,68,62,47,52,NA,78,49,7/02/2016
57,54,62,48,49,57,76,58,47,71,60,47,68,65,55,56,58,59,60,63,54,55,59,58,68,62,47,52,NA,80,49,8/02/2016
57,54,62,48,49,57,76,58,47,71,62,47,68,65,55,56,58,59,60,65,56,55,61,58,68,62,47,52,NA,80,49,9/02/2016
59,54,62,48,51,57,76,58,48,73,62,47,70,67,56,58,58,61,62,65,56,55,61,60,69,62,47,54,NA,82,51,10/02/2016
59,54,62,48,51,57,76,58,48,73,64,47,70,67,56,58,58,61,62,67,56,55,61,60,69,62,47,56,NA,82,51,11/02/2016
60,54,64,48,53,57,76,60,50,75,64,49,70,67,56,58,58,61,64,67,56,57,61,61,69,62,47,56,NA,84,51,12/02/2016
60,56,64,50,53,58,76,62,50,75,65,49,70,69,56,58,59,61,64,68,56,57,63,61,71,64,47,56,NA,84,51,13/02/2016
62,56,66,50,53,60,77,62,52,77,65,50,70,69,56,58,61,63,64,68,56,58,63,63,71,64,49,56,NA,84,53,14/02/2016
62,56,66,52,53,60,77,62,52,77,67,50,70,69,56,58,61,65,64,70,56,58,63,63,73,64,49,56,NA,84,53,15/02/2016
64,58,66,52,53,60,79,62,52,79,67,50,72,69,58,58,62,65,66,70,56,58,64,63,73,64,49,56,NA,84,53,16/02/2016
66,58,68,53,53,62,79,62,53,80,67,50,72,69,58,58,62,65,66,70,58,60,64,65,75,64,49,56,NA,86,53,17/02/2016
66,58,68,53,53,62,81,64,53,80,67,50,72,69,60,58,62,65,66,70,58,60,64,65,75,64,49,56,NA,86,53,18/02/2016
68,60,68,53,53,62,81,64,53,80,67,50,73,70,62,58,64,65,67,72,60,60,66,67,77,66,49,56,NA,88,54,19/02/2016
68,60,68,55,55,64,81,64,53,80,67,50,73,70,62,60,64,65,69,72,60,61,66,67,77,66,49,56,NA,88,54,20/02/2016
68,60,70,55,55,64,81,66,53,80,68,50,75,72,62,60,65,65,69,72,62,63,66,67,79,68,50,56,NA,90,54,21/02/2016
70,60,70,55,55,64,81,66,53,80,69,50,75,72,64,60,65,65,69,74,62,63,68,67,79,70,50,58,NA,90,54,22/02/2016
70,60,70,55,55,64,81,66,55,80,69,50,75,72,64,61,67,65,69,74,62,63,68,69,79,70,50,58,NA,92,54,23/02/2016
70,60,70,55,55,66,81,66,56,82,71,50,75,74,64,61,69,67,71,74,64,63,68,69,79,72,50,58,NA,92,54,24/02/2016
72,60,72,55,55,66,81,68,56,82,71,50,75,74,64,63,69,67,71,74,64,63,68,70,79,72,50,58,NA,92,54,25/02/2016
72,60,72,55,56,66,81,68,58,82,71,50,77,76,64,63,71,67,73,76,64,65,68,70,79,72,52,60,NA,92,56,26/02/2016
74,60,74,57,56,66,81,68,58,82,71,51,77,76,64,63,71,67,73,76,64,65,68,70,79,74,52,60,NA,94,56,27/02/2016
74,60,74,57,56,66,81,68,60,82,73,51,78,78,64,65,73,67,73,78,66,67,70,70,79,74,52,60,NA,94,56,28/02/2016
76,60,74,57,56,66,83,68,60,82,73,53,78,78,66,65,73,67,73,78,66,67,70,72,81,76,52,60,NA,94,56,29/02/2016
76,60,74,57,56,66,83,68,60,83,75,53,78,78,66,65,73,67,73,80,66,69,72,74,81,78,52,60,NA,94,56,1/03/2016
76,60,76,58,56,68,83,68,60,83,75,55,80,78,68,65,75,67,75,80,67,69,72,74,83,78,52,60,NA,96,56,2/03/2016
78,60,76,58,56,68,85,68,60,83,75,55,80,78,68,66,75,67,75,80,67,69,72,74,83,78,52,60,NA,98,56,3/03/2016
80,60,78,60,56,68,85,70,60,83,75,57,80,80,70,66,76,69,77,80,67,69,74,76,83,80,52,60,NA,98,57,4/03/2016
80,60,78,60,56,68,85,70,62,85,75,57,80,80,70,66,76,69,77,82,67,69,74,76,83,80,52,60,NA,98,57,5/03/2016
82,62,79,61,58,69,85,70,62,85,75,57,80,80,72,66,78,69,77,82,69,71,74,76,83,82,52,62,NA,100,59,6/03/2016
82,62,79,61,58,69,87,70,62,87,75,59,80,80,72,66,78,69,79,82,69,71,76,76,85,82,52,62,NA,100,59,7/03/2016
83,62,81,63,59,69,87,72,62,87,75,59,81,82,72,66,78,69,79,82,69,73,76,78,85,82,53,62,NA,102,59,8/03/2016
83,62,83,63,59,71,87,72,64,88,75,59,81,82,72,68,80,69,81,84,70,73,76,80,85,83,53,62,NA,102,59,9/03/2016
83,63,83,63,61,71,88,74,64,88,75,59,81,84,72,68,81,69,82,84,70,73,76,80,87,83,55,64,NA,103,59,10/03/2016
83,63,84,63,61,73,88,74,64,88,77,61,83,84,72,70,81,71,82,84,70,73,76,80,87,83,55,64,NA,103,59,11/03/2016
83,65,84,63,61,73,88,74,64,90,77,61,83,84,72,70,81,71,82,84,70,75,78,80,89,83,55,64,NA,103,59,12/03/2016
83,67,86,65,61,74,88,74,64,91,79,61,85,85,74,70,81,73,82,85,72,76,78,82,91,83,55,66,NA,103,61,13/03/2016
83,67,86,65,61,74,88,74,64,91,79,61,85,85,74,70,81,73,82,85,72,76,80,82,91,85,57,66,NA,103,61,14/03/2016
85,67,86,65,63,74,88,74,64,91,79,61,85,87,74,70,83,73,84,85,72,76,80,82,91,85,57,66,NA,103,63,15/03/2016
85,67,86,65,63,75,88,74,64,91,79,61,87,89,75,70,83,73,85,85,74,78,82,84,91,85,59,66,NA,105,63,16/03/2016
85,67,86,66,65,75,88,76,64,91,79,63,87,89,75,72,83,73,85,87,74,80,82,84,91,85,59,66,NA,105,63,17/03/2016
85,69,86,66,65,75,88,76,64,93,81,63,89,91,75,72,85,75,85,88,74,80,84,84,91,85,59,66,NA,105,63,18/03/2016
87,69,86,68,66,75,90,78,64,93,81,65,89,91,75,72,85,75,85,88,74,80,84,84,91,85,59,66,NA,107,63,19/03/2016
87,69,86,68,66,76,90,78,66,95,83,65,89,93,77,72,85,75,85,88,76,80,86,86,93,87,61,66,NA,107,63,20/03/2016
89,69,86,68,68,76,91,80,66,95,83,65,89,93,79,72,85,77,85,88,76,80,88,88,93,87,61,66,NA,107,64,21/03/2016
89,69,86,68,68,76,91,80,66,95,83,65,89,93,79,72,87,77,85,90,76,82,88,88,93,87,63,66,NA,107,64,22/03/2016
89,71,86,70,68,76,91,80,68,97,83,65,89,93,81,74,87,77,85,90,76,83,88,88,95,89,63,66,NA,109,66,23/03/2016
89,71,86,70,68,76,91,80,68,97,83,65,89,93,81,74,87,77,87,92,76,83,88,88,95,89,63,66,NA,109,66,24/03/2016
90,73,86,70,68,78,91,80,68,97,85,67,91,93,83,74,89,79,87,92,76,85,88,88,95,89,65,67,NA,109,68,25/03/2016
90,73,86,70,68,78,91,80,68,97,85,67,91,93,83,74,89,80,87,92,76,85,88,88,97,91,65,67,NA,111,68,26/03/2016
92,75,88,72,68,79,93,80,68,99,85,67,93,95,85,74,91,80,89,94,77,85,90,88,99,91,65,67,NA,111,68,27/03/2016
92,75,88,72,68,81,95,80,68,99,85,67,93,95,85,74,91,80,89,95,77,85,92,88,99,91,65,67,NA,111,68,28/03/2016
94,75,88,72,70,81,95,82,68,99,87,67,93,95,85,74,91,80,89,95,77,87,92,90,99,93,65,67,NA,113,69,29/03/2016
94,75,88,73,70,82,95,82,68,101,87,67,93,95,87,76,91,82,91,95,77,87,94,92,101,93,67,67,NA,113,69,30/03/2016
96,75,88,73,70,82,95,82,68,101,87,67,93,95,87,76,91,82,91,95,79,89,94,92,101,93,67,67,NA,114,69,31/03/2016
96,75,88,75,70,84,95,82,68,103,87,67,95,97,87,78,91,82,93,95,81,89,96,92,101,93,67,69,NA,114,69,1/04/2016
96,75,90,75,70,84,97,82,68,103,89,67,95,97,87,78,91,82,93,95,81,89,96,92,101,93,67,71,NA,116,70,2/04/2016
96,77,90,77,72,84,97,82,70,105,91,67,97,97,87,78,92,82,93,95,81,91,98,94,101,95,67,71,NA,116,70,3/04/2016
98,77,90,77,72,84,99,82,70,105,91,67,97,97,87,78,92,82,93,95,81,91,100,94,103,95,67,71,NA,116,72,4/04/2016
98,77,90,77,72,84,99,82,70,105,91,67,99,97,87,78,92,82,95,97,81,91,100,94,105,95,67,73,NA,116,72,5/04/2016
99,77,91,79,73,86,101,82,70,105,91,67,101,99,87,78,94,82,97,99,81,91,102,96,105,95,67,73,NA,117,74,6/04/2016
99,77,91,79,73,86,101,82,72,105,93,69,101,99,87,78,94,82,97,99,81,91,102,96,105,95,67,73,NA,117,74,7/04/2016
99,78,93,79,75,86,102,82,72,107,93,69,101,101,87,80,96,82,99,99,83,92,104,96,107,97,69,73,NA,118,76,8/04/2016
99,78,93,79,75,86,102,82,74,107,93,69,101,101,87,80,96,82,99,99,83,92,104,96,107,97,69,73,NA,118,76,9/04/2016
101,78,93,81,77,86,103,82,76,109,93,70,103,102,87,82,96,84,100,101,85,94,104,98,107,97,69,75,NA,120,78,10/04/2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12/10/2016
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,NA,0,0,13/10/2016
0,0,2,0,0,1,0,0,0,2,0,2,2,0,0,2,0,1,0,2,2,0,2,2,4,2,1,0,NA,1,2,14/10/2016
0,0,2,0,0,1,0,0,0,2,0,4,2,0,0,2,2,1,0,2,2,2,2,2,4,2,1,0,NA,1,2,15/10/2016
0,2,2,0,1,1,2,2,0,2,0,4,4,0,2,3,2,1,0,2,4,3,4,4,6,4,3,2,NA,3,2,16/10/2016
1,2,2,2,1,2,2,2,0,2,0,4,4,0,2,3,2,1,2,2,4,3,4,4,6,4,3,4,NA,3,2,17/10/2016
1,2,4,2,1,2,2,4,0,2,2,4,4,0,2,3,2,1,2,4,4,3,5,4,6,4,3,4,NA,3,2,18/10/2016
1,2,4,3,3,2,4,4,0,4,2,6,5,0,4,5,2,3,2,4,6,3,5,6,7,6,3,6,NA,5,2,19/10/2016
1,2,4,3,3,2,4,4,0,4,4,6,5,0,4,5,2,3,2,4,6,3,5,6,7,6,4,6,NA,5,4,20/10/2016
3,2,6,3,3,4,4,6,0,5,4,8,5,2,6,7,2,3,2,4,6,3,7,6,7,6,4,8,NA,7,4,21/10/2016
3,2,6,3,3,4,4,6,2,5,6,8,5,2,6,7,2,3,4,4,6,3,7,6,7,6,4,8,NA,7,4,22/10/2016
3,2,6,3,3,4,6,6,4,5,8,8,7,4,7,9,4,5,4,6,6,5,7,6,9,8,5,9,NA,7,4,23/10/2016
5,2,6,3,3,4,6,6,4,5,8,10,7,4,7,9,4,5,6,8,6,5,7,6,9,8,5,9,NA,7,4,24/10/2016
5,2,6,3,5,4,7,6,4,5,8,10,7,4,7,11,4,5,6,8,6,5,7,6,9,8,5,9,NA,7,4,25/10/2016
6,2,6,4,7,4,7,6,5,7,10,10,7,6,9,11,4,7,6,8,8,7,9,8,9,10,5,9,NA,7,4,26/10/2016
8,2,6,4,7,4,7,6,5,7,10,12,7,6,9,13,4,7,6,10,8,7,9,8,9,10,5,9,NA,7,4,27/10/2016
8,4,6,4,7,4,7,6,5,7,12,12,7,8,11,15,5,7,6,10,8,7,11,10,10,10,7,9,NA,7,6,28/10/2016
8,4,6,4,9,6,9,6,7,7,12,14,7,8,11,15,5,8,6,10,8,7,11,10,10,10,7,9,NA,7,8,29/10/2016
8,4,8,6,9,6,9,8,7,7,12,14,7,8,13,17,5,10,6,10,8,7,13,12,12,10,7,9,NA,9,8,30/10/2016
8,4,8,8,9,6,11,8,7,7,12,14,9,8,13,17,5,10,8,12,10,9,13,12,12,10,7,9,NA,11,8,1/11/2016
10,6,10,10,9,7,13,8,9,8,12,15,9,8,13,17,7,10,8,14,12,9,13,12,12,12,9,9,NA,13,8,2/11/2016
10,6,10,10,9,7,13,8,9,8,13,15,9,8,13,19,7,10,8,14,12,11,15,12,12,12,9,9,NA,13,8,3/11/2016
10,8,12,10,11,7,15,8,9,10,13,15,11,10,13,19,8,11,9,16,14,13,16,12,12,13,11,9,NA,15,9,4/11/2016
12,8,12,10,11,7,15,8,11,10,13,15,11,10,13,19,8,11,9,16,14,13,16,12,12,13,11,9,NA,15,11,5/11/2016
12,8,12,12,11,9,17,10,12,10,13,17,11,12,13,21,9,11,10,18,14,13,18,12,14,15,13,9,NA,17,11,6/11/2016
14,8,12,12,11,9,19,10,12,11,13,19,11,12,13,21,9,13,10,20,14,13,18,12,16,15,13,9,NA,17,11,7/11/2016
14,8,14,12,11,9,19,10,12,11,13,19,13,12,13,21,9,13,12,20,14,13,18,12,16,15,13,9,NA,17,11,8/11/2016
14,10,14,12,11,10,19,10,12,11,15,19,13,14,13,23,11,15,12,20,14,14,20,14,16,15,13,11,NA,17,13,9/11/2016
15,10,14,13,11,10,21,10,14,11,15,19,13,14,13,23,11,15,12,20,16,14,20,14,17,15,13,11,NA,17,13,10/11/2016
17,10,16,13,11,10,21,10,14,13,17,19,13,14,15,25,13,15,12,20,16,14,20,16,17,17,13,11,NA,17,15,11/11/2016
17,10,16,14,11,10,22,12,14,15,17,19,13,14,15,25,13,17,12,20,18,14,20,16,17,17,15,11,NA,19,16,12/11/2016
17,10,18,14,11,12,22,12,16,15,17,19,15,14,15,27,15,19,13,22,18,16,22,18,17,17,15,11,NA,19,16,13/11/2016
17,10,20,14,11,12,24,12,16,16,17,19,15,15,17,27,15,19,13,24,19,16,22,18,17,17,15,13,NA,19,18,14/11/2016
17,10,20,14,11,12,24,12,16,16,17,19,15,15,17,27,15,19,13,24,19,16,22,18,17,19,15,13,NA,19,18,15/11/2016
